,channel_id,video_id,publishedAt,title,description,viewCount,likeCount,commentCount
10,UCTFz3noLGUS4vsuJvObRtuw,cZf_0OcNE9o,2019-07-31T03:55:16Z,"Ladakh's most beautiful cinematic video, you will ever watch !!","Ye Ladakh ki most beautiful video hai ~ Aisa mai nhi bol rha hu aisa comments bol rhe hai :)
Hope you guys enjoyed watching the Cinematic trailer of Leh chal ladakh mein s2.
Presenting: Leh Chal Ladakh Mein - Motorcycle dairies.
Book your Leh Trip with TRIPVER from Link Below
http://tripver.com/?ref=service.coolphi
I hope you enjoyed watching, Bruh.
Let me know your thoughts in comments.
Do hit Like and share with your friends, this inspires me
Subscribe :))
aur han Follow me on Instagram here 
https://www.instagram.com/traveling_mondays/

#Ladakh #CinematicVideo",908545,41472,3012
11,UCTFz3noLGUS4vsuJvObRtuw,dtLXHumxxXQ,2021-10-14T05:38:44Z,"Darjeeling Tour Guide : Cafes,Toy Train,Tea Gardens | Traveling Mondays : Northeast india","The first 1000 people to use this link will get a 1 month free trial of Skillshare- https://skl.sh/travelingmondays09211

In this video I'm taking you on a virtual journey to Darjeeling ~ the queen of hills. In Darjeeling travel guide we are exploring cafes- Keventers & Glenarys followed by famous Toy train ride and experience of living in Ging tea estate in a heritage bungalow in between tea gardens.

Places where I stayed in this video : 
Ging Tea House:
http://gingteahouse.com/

ViewPoint Residency:
https://bit.ly/3avbM0b

Batasia Loop Homestay:
https://www.yatra.com/hotels/hotels-in-darjeeling/batasia-loop-homestay



Find me on Instagram: https://www.instagram.com/traveling_monday/
LIKE ~ COMMENT ~ SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :))
Congratulations  #bruharmy we are 400k strong.

0:00 - Intro
0:52 - Darjeeling Flashback
1:17 - Back To Present
1:33 - View Point Residency, Darjeeling
2:15 - Walking Towards Mall Road
2:44 - History Of Darjeeling
3:30 - Keventer's Cafe
3:33 - Glenary's Cafe
4:12 - Places To Visit Near Mall Road
4:26 - Toy Train Of Darjeeling
4:32 - About  Toy Train Of Darjeeling
5:29 - Journey Begins
6:18 - Batasia Loop
7:08 - Ghum, Darjeeling
7:58 - SkillShare
10:02 - Leaving View Point Residency
10:23 - Ging Tea House
13:37 - Ging Tea Estate
15:09 - Soul Talk
16:13 - Colonial Style Breakfast
17:57 - Exploring Ging Village Tea Estate
20:00 - Chilling With Bhruarmy
20:50 - Leaving Ging Tea House
21:27 - Batsia Loop Homestay
21:58 - Outro",799836,23465,1360
12,UCTFz3noLGUS4vsuJvObRtuw,CLhw4MdTBGw,2022-04-01T08:04:53Z,"""Escape to Serenity: Sani Lake, Ladakh Awaits You""","After a long wait, I am taking you on a virtual travel to Zanskar valley again. In the previous ep, we Drove from Manali - Jispa - Gombo Rhonjon -Purne - to Padum. After Reaching Padum, in this episode we will be visiting a local Zanskar house, meet a local archery teacher, visiting Sani Monastery, Sani Lake & Dzhonkul Gompa.
.
Hope you enjoyed this journey, this journey has taught me, whenever you find an opportunity in life to travel, grab them. and whenever you go on such adventures, you learn new things, get to know about new cultures, you meet new people & you make beautiful memories. But apart from this you also make mistakes, which later teach you lessons for life. So travel whenever you can, maybe while traveling to new places, you might find a better version of yourself & also you may achieve your own greatness.
.
official website: https://www.tcl.com/
Facebook: https://www.facebook.com/TCLBrand
Twitter: https://twitter.com/tcl_brand
YouTube: https://www.youtube.com/channel/UCq6dLK5z7V4ckhBktQKmF1w
Instagram: https://instagram.com/tclelectronics
.
I booked my zanskar trip with wild adventures manali ( Link Below )
https://g.page/wildadventuresindia?share
I have used music in this videos from these music provider platforms ( Link Below )
Epidemic sound : http://share.epidemicsound.com/Tm
Musicbed : http://share.mscbd.fm/travelingmonday
This is it for this #bruharmy, See you all next time.

Timecodes
0:00 - Intro
0:48 - Exploring Padum Village
3:27 - Experience Local House At Zanskar
5:47 - The Archery Trainer
8:24 - Sani Village
9:51 - Sani Gompa
12:11 - Sani Lake
12:42 - TCL
15:30 - Experience Sani Lake
17:45 - Road To Dzongkul Gompa
19:54 - The Dzongkul Monestrey
24:32 - Outro",757007,16260,2084
13,UCTFz3noLGUS4vsuJvObRtuw,gljQOWdIHhw,2022-06-30T05:37:23Z,"Heaven on Earth : Pahalgam, Kashmir | Traveling Mondays : Kashmir vlog","instagram : https://www.instagram.com/traveling_mondays/
In this video, we are taking a day trip to heaven on earth: Pahalgam in Kashmir. So recenty renault invited me to kashmir to film my experience with Kiger. We drove Kiger to aaru valley, Chandanvari, betab valley and other beautiful places in Pahalgam. 
Also check out :
https://www.youtube.com/c/RenaultIndiaVideos
#bruharmy  hope you enjoy the virtual travel to kashmir with me once again.
See you in next one :)

Timecodes
0:00 - Intro
1:04 - Jaipur To Delhi
1:48 - Reached Srinagar
2:06 - Revisiting Kashmir
3:04 - Radisson Blu Pahalgam
5:41 - Renault Kiger
7:24 - Vally Of Kashmir
9:20 - Jannat ""Kashmir""
10:33 - Aaru Vally
12:22 - Chandanwadi
13:23 - Key Features Of Renault Kiger
16:24 - Pahalgam
18:21 - Outro

#thekigerlife  #KigerInJammuKashmir #kashmir #pahalgam #kashmir 
#vlog #travelvlog",735365,24840,2164
14,UCTFz3noLGUS4vsuJvObRtuw,QkBMI5m64uY,2020-07-25T13:55:31Z,"It's My Home : History of Amer Fort, Jaipur Rajasthan | Drone Shots : Traveling Mondays","I Live near Amer Fort in Jaipur Rajasthan, And in this video I am going to take you on my Home Tour and Also going to tell you about History of Amer Fort with Some beautiful Drone Shots.
I hope you like that introduction to my famliy and also enjoy the chill vibes from my home Amer Jaipur :)
And yes My Birthday is on World Photography Day -  19 Aug so if#BruhArmy hits 200k by then it will be my birthday Gift for me :)
LIKE || COMMENT || SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :))
#BruhArmy 200k Soon
Find me on Instagram: https://www.instagram.com/traveling_mondays/
Main Camera
https://amzn.to/32Ex2Mm
wide-angle lens
https://amzn.to/3b7I9Bt
prime lens
https://amzn.to/3jrurwm
laptop 
https://amzn.to/32tiNda 
gimbal 
https://amzn.to/31AewWa
on Camera mic
https://amzn.to/3hCkQ5i
Action Camera GoPro
https://amzn.to/3gHYbTL 
Music from 
http://share.mscbd.fm/travelingmonday
http://share.epidemicsound.com/Tm
Thanks for Love and Support .
Thanks for Being here, See you in the next Video.",712439,39136,3255
15,UCTFz3noLGUS4vsuJvObRtuw,DzMIODGazaQ,2021-06-28T06:19:00Z,"Why Gangtok is a Must Visit : Discover GANGTOK's Best: Food, Cafes & More","I lived in Gangtok Sikkim for a good time as a Traveler, and from my own experience i believe Gangtok is the coolest hill station situated in northeast India. In this video you will know why im saying this and also you will get know about 5 awesome places to eat in gangtok, sikkim.
Hope you enjoyed the video, i will see you in north sikkim.

Checkout Policy Bazar app here : https://termlife.policybazaar.com/?utm_source=YT_Brand_Traveling_Mondays&utm_medium=Youtube&utm_campaign=28062021_term-insurance

Find me on Instagram: https://www.instagram.com/traveling_monday/
Budget hotel where i stayed "" Sikkim Paradise 7001656317 ""
Link to my Tedx talk https://youtu.be/ZDQkh0tRiHI 

 Music from 
http://share.epidemicsound.com/Tm
http://share.mscbd.fm/travelingmonday

LIKE ~ COMMENT ~ SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :)) 
#Gangtok #sikkim #GangtokTourism #sikkimtourism  #ExploreGangtok #Himalayas
#travelsikkim  #gangtokdiaries  #sikkimculture  #GangtokCity #gangtokvlog #gangtoktour 
 #GangtokFood #sikkimadventures #gangtoksightseeing 

Timecodes
0:00 - Intro
1:17 - Reached Sikkim
1:49 - Welcome To Gangtok
2:27 - Hotel Sikkim Paradise
3:19 - MG Marg
4:13 - Baker's Cafe
5:03 - Sass & Guff Cafe
5:27 - Hotel Tashi Delek
5:41 - Rains In Gangtok
6:08 - Policy Bazaar
7:25 - TedTalk From Gangtok
7:52 - Exploring MG Marg
8:18 - Rythm & Wine
8:36 - People Of Gangtok
9:37 - The Coffee Shop
10:09 - Caffe Downtown
10:21 - Outro",539414,32063,1923
16,UCTFz3noLGUS4vsuJvObRtuw,JOPFdfwmeS8,2019-11-16T02:57:07Z,3 Hidden Lakes in Ladakh | Leh Chal Ladakh mein S2 : Traveling Mondays,"In this video we are riding to 3 Hidden lakes of ladakh in 3 days while coming to manali from leh via Tso moriri Lake.
It took me more then 12 days to complete edits of this film. 
I cant believe it is getting to end, but my love for Ladakh is never ending.
So until next time, Good bye.
I will see you soon.
I HOPE YOU CONNECT WITH THE FEEL AND VIBES.
ENJOY THE CHILL VIBES TV !!
Book your Leh Trip with TRIPVER from Link Below
http://tripver.com/?ref=service.coolphi
http://tripver.com/?ref=service.coolphi
Music FROM MUSICBED
http://share.mscbd.fm/travelingmonday
MusicFROM EPIDEMIC SOUND
http://share.epidemicsound.com/Tm


I hope you enjoyed watching, Bruh.
Let me know your thoughts in comments.
Do hit Like and share with your friends, this inspires me
Subscribe :))
aur han Follow me on Instagram here 
https://www.instagram.com/traveling_mondays/

Comment kar ke apne dil ki bat batana, Jane se pehle Ghanti jarur Bajana :P",525091,7253,475
17,UCTFz3noLGUS4vsuJvObRtuw,P-w07BIK0Zo,2022-01-01T04:30:06Z,Camping with friends in hidden valley of Ladakh  | Zanskar series : Traveling Mondays | Part 01,"https://www.instagram.com/traveling_mondays/
Toh bhailog is bar ham ja rhe hai ladakh mein Zanskar Valley. I planned this overlanding trip to Zanskar with 4 friends for 9 days . In this episode we are started from manali and reached jispa via sissu village. In jispa we did riverside camping, left for shinku la pass and camped next evening in foothills of mount gombo ronjgon in zanskar valley ladkah. 
We cooked food for ourselved and slept under a blanket of stars, i hope you enjoy this virtual travel experience.
I hope you enjoy watching this, if you love it share with your friends.
I booked my zanskar trip with wild adventures manali ( Link Below )
https://g.page/wildadventuresindia?share
I have used music in this videos from these music provider platforms ( Link Below )
Epidemic sound : http://share.epidemicsound.com/Tm
Musicbed : http://share.mscbd.fm/travelingmonday

Timecodes
0:00 - Intro
1:17 - Birthday At Manali
2:11 - Trip Gang
2:47 - Preparing For Overlanding At Zanskar
4:22 - Leaving Manali
5:25 - First Ride On One-Wheel
6:17 - Driving Through the Beautiful Landscapes of Ladhak
7:37 - Learining One-Wheel
8:29 - Camping At Jispa
9:57 - Aarzoo
10:55 - Jispa To Mt. Gonbo Ronjon
15:01 - Off-Road Ride At Zanskar Valley
15:30 - Shinkula Lake
16:00 - Shinkula Pass
17:17 - Risky Roads
19:00 - Humangus Mountains Of Zanskar
20:25 - Beautiful Mt. Gonbo Ronjon
21:23 - Setting-Up Camps
21:45 - The Visual treat
22:38 - Overlanding At Mt. Gonbo Ronjon
24:32 - Outro",476689,25728,1669
18,UCTFz3noLGUS4vsuJvObRtuw,WzNcJ_-Quaw,2021-06-03T03:00:47Z,Epic views of Athirapally waterfall : Exploring Kerala with Kerala Tourism ep 02 | Traveling Mondays,"Check out Coinswitch app here : https://coinswitch.co/in/refer?tag=8azM
They say, Kerala is "" Gods own country "" and to feel this  you need to visit kerala . In this virtual travel experience, we are exploring Atirapally waterfall ( Also famous as bahubali waterfall ),  kumarkom village and more. 
Hope you enjoyed the video, If you like my vibe ~ Subscribe:)
I will see you in northeast , Bruh !!

Find me on Instagram: https://www.instagram.com/traveling_monday/
coinswitch YouTube channel : https://www.youtube.com/c/CoinSwitchKuber
Music I download from :
http://share.epidemicsound.com/Tm
http://share.mscbd.fm/travelingmonday

Music  at 12:10 by 
mrinal : https://www.instagram.com/_mrinal_pandya_/
Vani :  https://instagram.com/vani.ramadas?igshid=4ucjvqcir14t

LIKE ~ COMMENT ~ SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :))

Timecodes
00:00 - Intro
01:40 - Kumarkom Village Walk
02:48 - Various Products Of Dry Coconut
05:05 - Local Coconut Drink
05:39 - Leaving Kumarkom Village
06:40 - Rapvlog & reaching Kochi
09:30 - Leaving For Athirapally
12:50 - Athirapally Waterfall
14:00 - Way Back To Kochi
14:33 - Chilling With Creators
15:30 - Closing Ceremony
16:14 - Outro",426264,20970,1698
19,UCTFz3noLGUS4vsuJvObRtuw,R9Ni1aVmrCw,2018-05-10T16:49:52Z,"Everything about Drones in India? Drone Laws, Price & Regulations|Mavic pro-Dji Tello| Q&A part 1","I hope this video will give you enough information about drone laws in india.
I have aslo added my Dronning experience .
This was Q&a part 1 about drones , part 2 about editing coming soon.

here is link below to all laws about drones & also do like our facebook page.
https://www.facebook.com/976571515817830/photos/a.979478212193827.1073741828.976571515817830/1103700446438269/?type=3&theater

i hope you enjoyed the vlog , im waiting to read your thoughts in comments below.
.
Thank you for such amazing love , I am here promised to deliver you more amazing , insane , crazy , out of the box sort of content .

stay tuned for next week & adventures of life are just a week away.
next Thursday 8pm , see you folk. 
   
 
apko ab 3 cheeze karni hai 
1) 1000 likes = Q & A about editing Soon 
2) subscribe = we are friends 
3) Ask me Questions in Comments for My next Q n A video.

Well have you watched my last video
https://www.youtube.com/watch?v=-W6j_d_QqUI&t=35s


mahabaleshwar part 1
https://www.youtube.com/watch?v=PZKU4vfUeNo&t=2s 

Pushkar holi Vlog 
https://www.youtube.com/watch?v=h7ekaUD4ikM

Link of Spiti Travel Series:

Spiti vlog episode 4:
Link of Spiti Travel Series:

Spiti vlog episode 4:

https://youtu.be/J1Nwq2DTH0U

Spiti vlog episode 3:

https://youtu.be/G_nX_-6do28
 

Spiti vlog episode 2:

 

https://www.youtube.com/watch?v=U5ado...

Spiti vlog episode 1:

https://www.youtube.com/watch?v=n7Myc... 


New Year Travel Vlog:

https://www.youtube.com/watch?v=nnfj2...

Mumbai Travel Film:

https://www.youtube.com/watch?v=P9fjysHDXb0

KASOL Travel vlog

https://www.youtube.com/watch?v=JGtisQI-fJw&t=5s

Kashmir travel vlog

https://www.youtube.com/watch?v=uHVwSsWZnNQ

Udaipur travel vlog

https://www.youtube.com/watch?v=j7eX0xA8u3k


Socials facebook
https://www.facebook.com/shakti.shekhawat.90

Instagram
https://www.instagram.com/traveling_mondays/

dji tello
https://www.amazon.in/DJI-Camera-Bounce-Quadcopter-Professional/dp/B07B4CD5H9",425206,12577,951
20,UCTFz3noLGUS4vsuJvObRtuw,WiLickMz3q0,2021-08-21T03:30:30Z,North Sikkim Tour : Lachung - Zero Point -Yumthang Valley | Chalo Sikkim ep 03 : Traveling Mondays,"If you have never been to Sikkim then let me take you on virtual travel experience to LACHUNG village, ZIRO POINT, YUMTHANG VALLEY  in north Sikkim. 

Use my coupon code TRAVELINGMONDAYS at checkout to get your first month free when you purchase  an annual Personal subscription - http://share.mscbd.fm/travelingmonday
Also check out my personal favorite tracks at http://share.mscbd.fm/travelingmondaysplaylist 

I Booked my north sikkim Tour with Etripto.in 
Whatsapp- https://wa.me/918917313559?text=TM+Sikkim+Packages
8917313559 / 9852299852  

Find me on Instagram: https://www.instagram.com/traveling_monday/
LIKE ~ COMMENT ~ SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :)) #bruharmy #400ksoon

Timecodes
0:00 - Intro
0:20 - Morning At Lanchung
1:03 - Beautiful Lanchung Landscapes
3:00 - Uplifting Roads Of North Sikkim
4:25 - Yumthang Valley (Small Hault)
5:32 - Musicbed
7:07 - Zeropoint
8:38 - Yumthang Valley 
9:46 - Heading Towards Gangtok
10:25 - Outro",388330,20270,917
21,UCTFz3noLGUS4vsuJvObRtuw,0ILLNC0Cnf0,2020-09-01T13:44:16Z,Teen dost aur Nahargarh fort : Jaipur Rajasthan | Nahargarh Fort History : Drone Shots,"""Chalo Upar ( Nahargargh fort ) Chalte Hai"" , ye sabse pehli bat hoti hai jab bhi ham teen dost Jaipur milte hai. A few days back, I went on a short drive to Nahargarh Fort along with my friends Kalpit & Manish. And also i am taking you on a virtual travel experience to Nahargarh fort Jaipur in the Rajasthan State of India.  
Hope you will enjoy watching this greenest version of Jaipur with beautiful views of Aravali hills at Nahargarh Fort.
Find me on Instagram: https://www.instagram.com/traveling_mondays/
LIKE || COMMENT || SHARE
if you like my vibe, consider hitting 
SUBSCRIBE :))
#BruhArmy 200k Soon
Main Camera
https://amzn.to/32Ex2Mm
wide-angle lens
https://amzn.to/3b7I9Bt
prime lens
https://amzn.to/3jrurwm
laptop 
https://amzn.to/32tiNda 
gimbal 
https://amzn.to/31AewWa
on Camera mic
https://amzn.to/3hCkQ5i
Action Camera GoPro
https://amzn.to/3gHYbTL 
Music from 
http://share.mscbd.fm/travelingmonday
http://share.epidemicsound.com/Tm
Thanks for Love and Support .
Thanks for Being here, See you in the next Video.",356644,17594,1347
